distance,X,Y,Z,V,max,may,maz,mav
30.039,-0.636858,-2.06859,-9.222465,9.473041,-0.627,-3.024,-9.384,9.929
30.059,-0.957681,-2.681506,-10.630256,11.004997,-0.405,-2.745,-9.221,9.668
30.079,-0.699107,-2.571373,-8.99741,9.383714,-0.408,-2.461,-9.146,9.506
30.099,0.167594,-2.15957,-7.235278,7.552554,-0.532,-2.37,-9.021,9.354
30.119,0.138864,-1.742979,-6.617573,6.844672,-0.338,-2.289,-8.37,8.696
30.139,-1.13964,-2.8491,-8.350976,8.896907,-0.383,-2.331,-7.8,8.169
30.159,-2.030283,-3.069367,-10.505757,11.131666,-0.716,-2.455,-8.177,8.606
30.179,-0.675165,-3.485958,-10.156203,10.759006,-0.927,-2.787,-8.908,9.408
30.199,-0.263362,-2.911349,-9.581595,10.017598,-1.027,-3.079,-9.649,10.201
30.219,-0.565032,-2.896984,-8.00621,8.532947,-0.883,-3.091,-9.562,10.11
30.239,0.435745,-3.050213,-7.666234,8.262252,-0.267,-3.086,-8.853,9.393
30.259,0.191536,-2.949656,-7.369353,7.940058,-0.05,-2.952,-8.156,8.688
30.279,0.387861,-3.41892,-8.949526,9.588194,0.113,-3.079,-7.998,8.581
30.299,-1.067814,-3.332729,-10.793061,11.346254,-0.013,-3.188,-8.695,9.284
30.319,-1.910573,-3.557784,-11.061212,11.775335,-0.6,-3.315,-9.543,10.162
30.339,-1.144428,-2.504335,-9.097966,9.505493,-0.934,-3.203,-9.975,10.554
30.359,-0.225055,-1.896208,-6.454768,6.731291,-1.087,-2.823,-9.352,9.84
30.379,0.588974,-1.206678,-7.10599,7.23174,-0.673,-2.291,-8.43,8.811
30.399,-0.47884,-2.394202,-9.605537,9.910996,-0.315,-2,-8.066,8.345
30.419,-0.852336,-3.150769,-12.349293,12.773365,-0.242,-2.162,-8.879,9.162
30.439,-0.426168,-4.07972,-10.658986,11.421021,-0.292,-2.708,-9.93,10.334
30.459,0.335188,-3.711013,-9.32781,10.044501,-0.356,-3.334,-10.485,11.037
30.479,0.110133,-3.265691,-7.536947,8.214769,-0.208,-3.552,-9.968,10.613
30.499,0.205901,-3.222595,-8.619126,9.204176,0.056,-3.57,-9.036,9.721
30.519,-1.417367,-2.705448,-9.715671,10.184431,-0.192,-3.226,-8.8,9.412
30.539,-1.355118,-2.504335,-8.09719,8.58327,-0.614,-2.925,-8.492,9.047
30.559,-0.363919,-1.996764,-7.07726,7.362548,-0.733,-2.607,-8.377,8.834
30.579,0.129287,-1.881842,-7.771579,7.997217,-0.752,-2.272,-8.165,8.532
30.599,-0.392649,-2.930503,-11.386824,11.764429,-0.496,-2.328,-8.583,8.927
30.619,-0.924162,-4.644751,-12.990938,13.827229,-0.388,-2.863,-9.807,10.238
30.64,-0.402226,-4.429273,-10.620679,11.514299,-0.397,-3.472,-10.693,11.276
30.659,0.292093,-3.423708,-6.641516,7.477756,-0.357,-3.857,-10.41,11.146
30.679,0.454898,-2.547431,-5.889736,6.433143,-0.145,-3.761,-9.036,9.813
30.699,-0.890643,-2.868254,-9.485827,9.949927,-0.136,-3.317,-8.159,8.844
30.72,-1.944092,-3.490746,-11.573571,12.24387,-0.522,-3.083,-8.398,9.026
30.739,-1.273715,-3.29921,-10.146626,10.745285,-0.913,-3.051,-9.274,9.843
30.759,-0.837971,-2.456451,-8.202535,8.603367,-1.237,-3.029,-9.852,10.386
30.779,-0.153229,-1.886631,-8.240842,8.455432,-1.052,-2.783,-9.541,10.012
30.799,-0.933739,-1.68073,-9.26556,9.462944,-0.8,-2.331,-8.964,9.317
30.819,-0.68953,-2.015918,-10.036493,10.260145,-0.654,-2.01,-8.936,9.195
30.839,-0.191536,-2.542642,-8.499416,8.873658,-0.492,-2.031,-9.011,9.263
30.859,0.349553,-2.413355,-8.738836,9.072691,-0.366,-2.163,-9.135,9.417
30.879,-0.593762,-3.150769,-10.093954,10.59093,-0.281,-2.531,-9.342,9.699
30.899,-1.225831,-4.67827,-12.794614,13.678122,-0.415,-3.196,-10.032,10.554
30.919,-1.604115,-4.113238,-10.218452,11.131428,-0.769,-3.589,-10.461,11.118
30.939,-0.45011,-2.604892,-6.976704,7.460727,-0.968,-3.637,-10.021,10.715
30.96,-0.469264,-1.872266,-5.683835,6.00263,-0.937,-3.317,-8.918,9.568
30.979,0.057461,-2.121263,-6.301539,6.649244,-0.617,-2.678,-7.295,7.811
30.999,0.134075,-2.446874,-9.830592,10.131422,-0.182,-2.261,-7.198,7.561
31.019,-0.54109,-3.529053,-12.454638,12.956272,-0.205,-2.492,-8.568,8.935
31.039,-0.488417,-4.34787,-12.646173,13.381638,-0.209,-3.111,-10.308,10.78
31.059,0.004788,-4.252102,-9.203311,10.138113,-0.223,-3.644,-11.034,11.652
31.079,0.732626,-3.031059,-6.847417,7.52404,-0.073,-3.79,-10.288,11
31.099,0.248997,-1.891419,-9.56723,9.755581,0.124,-3.381,-9.566,10.2
31.12,-1.015141,-3.323152,-12.018892,12.5111,-0.007,-3.124,-9.409,9.982
31.139,-1.307234,-3.787627,-11.93749,12.592007,-0.335,-3.008,-10.093,10.596
31.159,-0.373495,-3.605668,-8.082825,8.858465,-0.612,-3.152,-10.402,10.929
31.179,-0.445322,-2.552219,-7.321469,7.76634,-0.785,-3.317,-9.84,10.432
31.199,-1.130063,-3.787627,-9.65821,10.435716,-0.814,-3.433,-9.25,9.913
31.219,-1.924938,-3.600879,-12.473791,13.125059,-0.968,-3.387,-9.384,10.046
31.239,-0.933739,-3.586514,-11.434708,12.020295,-1.109,-3.382,-10.222,10.837
31.259,-0.143652,-2.906561,-9.002198,9.460883,-1.033,-3.47,-10.642,11.26
31.279,0.426168,-2.60968,-6.114791,6.662036,-0.644,-3.176,-9.756,10.317
31.299,0.981623,-1.355118,-7.94875,8.122964,0.083,-2.614,-8.625,9.067
31.319,-0.991199,-2.734178,-11.453861,11.817324,0.068,-2.401,-8.63,9.016
31.339,-1.000776,-3.562572,-13.081918,13.595221,-0.146,-2.565,-9.65,10.049
31.359,-1.034295,-3.016694,-11.195287,11.640647,-0.511,-2.667,-10.92,11.294
31.379,-0.392649,-3.05979,-9.346964,9.842876,-0.855,-3.093,-11.27,11.724
31.399,-0.565032,-2.667141,-7.450756,7.933893,-0.748,-3.077,-10.269,10.753
31.419,-1.024718,-2.331953,-7.991845,8.387946,-0.754,-2.769,-8.996,9.451
31.439,-1.125275,-2.193089,-9.332599,9.652631,-0.777,-2.563,-8.531,8.954
31.459,-0.818817,-4.074931,-9.916783,10.752587,-0.883,-2.817,-8.673,9.182
31.479,-1.479617,-3.351882,-8.767567,9.502347,-1.112,-2.988,-9.002,9.574
31.499,-0.713472,-2.949656,-8.60955,9.128738,-1.034,-3.142,-9.157,9.759
31.52,-1.345541,-2.772485,-10.639832,11.077147,-1.089,-3.287,-9.483,10.115
31.539,-1.355118,-2.806004,-9.471462,9.970888,-1.223,-2.97,-9.372,9.92
31.559,0.268151,-1.479617,-7.891289,8.033281,-0.786,-2.502,-9.153,9.553
31.579,0.215478,-1.575385,-6.775591,6.959662,-0.554,-2.158,-8.695,9.01
31.599,0.052672,-1.546654,-7.671022,7.825567,-0.205,-1.852,-7.952,8.197
31.619,-0.181959,-2.561796,-9.457097,9.799622,0.089,-1.791,-7.949,8.155
31.639,-0.885855,-3.605668,-11.401189,11.990525,-0.2,-2.322,-8.826,9.144
31.659,-0.847547,-4.1707,-11.286267,12.062044,-0.466,-2.971,-9.954,10.419
31.68,-0.761356,-4.381389,-9.940725,10.890099,-0.669,-3.68,-10.521,11.186
31.699,-1.01993,-3.155558,-8.063671,8.718979,-0.879,-3.828,-10.173,10.915
31.719,-0.914585,-2.331953,-6.612785,7.071308,-0.886,-3.51,-8.976,9.686
31.739,-0.445322,-1.642422,-7.484274,7.6753,-0.785,-2.878,-8.025,8.589
31.759,-0.45011,-1.776498,-8.413225,8.610511,-0.707,-2.227,-7.643,8.019
31.779,-1.000776,-2.106898,-9.294291,9.582505,-0.703,-1.964,-7.951,8.235
31.799,-0.866701,-3.428497,-8.585608,9.285387,-0.691,-2.239,-8.444,8.788
31.819,-0.186748,-3.098097,-8.341399,8.900114,-0.626,-2.602,-8.659,9.095
31.839,-0.038307,-3.940856,-10.644621,11.350761,-0.523,-3.144,-9.216,9.78
31.859,0.253785,-5.233725,-11.013328,12.196298,-0.209,-3.925,-9.646,10.433
31.879,-0.186748,-4.831499,-9.753978,10.886613,-0.04,-4.276,-9.938,10.833
31.899,-0.177171,-4.19943,-7.096414,8.247769,-0.037,-4.551,-9.627,10.67
31.92,0.268151,-3.050213,-6.095637,6.821474,0.04,-4.329,-8.49,9.538
31.939,-0.234632,-2.633622,-7.460332,7.915022,-0.083,-3.679,-7.602,8.468
31.959,-1.120486,-2.935291,-10.682928,11.135366,-0.316,-3.205,-7.834,8.53
31.979,-2.006341,-4.094085,-11.741165,12.595313,-0.773,-3.178,-8.995,9.617
32.008,-1.043872,-4.256891,-10.0748,10.986919,-1.101,-3.48,-9.99,10.658
32.019,-0.057461,-3.89776,-7.781156,8.703001,-1.057,-3.796,-10.07,10.855
32.039,-0.047884,-3.41892,-7.445967,8.193518,-0.789,-3.917,-9.261,10.12
32.059,-0.545878,-3.667917,-10.036493,10.699664,-0.424,-3.81,-8.835,9.646
32.079,-0.670376,-4.333505,-11.319786,12.139449,-0.33,-3.83,-9.146,9.934
32.099,0.067038,-3.265691,-10.682928,11.171132,-0.299,-3.672,-9.871,10.551
32.119,-0.172383,-2.882619,-8.542512,9.017412,-0.33,-3.537,-10.145,10.757
32.139,-0.488417,-2.892196,-7.125144,7.70526,-0.316,-3.344,-9.418,10.008
32.16,-1.249773,-3.026271,-9.021352,9.597137,-0.461,-3.017,-8.843,9.373
32.179,-1.771709,-3.548207,-10.515334,11.238371,-0.921,-3.087,-8.801,9.39
32.199,-1.503559,-3.634398,-11.45865,12.114875,-1.253,-3.275,-9.53,10.164
32.219,-1.173159,-3.562572,-10.04607,10.72342,-1.425,-3.443,-10.26,10.918
32.239,0.325611,-3.294421,-7.694964,8.376856,-1.031,-3.51,-9.929,10.613
32.259,0.277727,-3.169923,-6.373365,7.123575,-0.518,-3.415,-8.893,9.585
32.279,-0.42138,-3.318364,-7.374141,8.097349,-0.248,-3.336,-7.872,8.58
32.299,-0.368707,-3.543418,-9.844957,10.469716,-0.047,-3.332,-7.822,8.517
32.319,-0.253785,-4.189853,-12.100295,12.80767,-0.192,-3.555,-8.923,9.625
32.339,-0.90022,-5.003881,-11.741165,12.794694,-0.486,-4.014,-10.265,11.042
32.359,-0.718261,-4.223372,-8.633492,9.637943,-0.56,-4.24,-10.58,11.428
32.379,-0.062249,-2.494758,-7.82904,8.21715,-0.484,-3.978,-10.076,10.864
32.399,-0.124498,-2.197877,-7.134721,7.46662,-0.451,-3.48,-8.835,9.529
32.419,0.129287,-2.03986,-6.890512,7.187274,-0.194,-2.739,-7.622,8.127
32.439,-0.92895,-2.571373,-7.52737,8.008508,-0.247,-2.326,-7.345,7.72
32.459,-0.703895,-3.691859,-10.055647,10.735051,-0.407,-2.625,-7.902,8.349
32.479,-1.053449,-5.147533,-12.741941,13.78274,-0.639,-3.363,-9.304,9.928
32.499,-0.933739,-5.736507,-12.239159,13.549036,-0.905,-4.287,-10.641,11.519
32.519,-0.301669,-5.099649,-9.174581,10.500969,-0.748,-4.919,-11.053,12.142
32.539,-0.258574,-4.256891,-6.732495,7.969597,-0.637,-5.06,-10.222,11.451
32.561,1.130063,-3.361459,-5.722142,6.731966,-0.091,-4.614,-8.467,9.688
32.579,0.574608,-2.652776,-7.230489,7.723171,0.286,-3.843,-7.215,8.231
32.599,-0.052672,-3.653552,-9.050082,9.759877,0.348,-3.481,-7.184,8.046
32.619,-1.149217,-4.649539,-8.820239,10.036709,0.126,-3.579,-7.706,8.563
32.64,-1.154005,-4.592079,-10.271125,11.309948,-0.445,-3.887,-8.843,9.707
32.659,-0.545878,-4.759673,-10.831368,11.843606,-0.725,-4.414,-9.743,10.738
32.679,-0.282516,-5.521029,-9.600749,11.078626,-0.783,-4.881,-9.881,11.067
32.699,-0.368707,-5.094861,-8.298303,9.744505,-0.588,-4.992,-9.75,10.994
32.72,0.162806,-4.683059,-8.729259,9.907448,-0.259,-5.015,-9.365,10.644
32.739,0.665588,-4.860229,-8.202535,9.557532,0.044,-5.04,-8.708,10.072
32.759,-0.306458,-5.353435,-8.863335,10.359145,0.038,-4.998,-8.523,9.892
32.779,0.043096,-5.190629,-9.979033,11.248359,0.141,-5.022,-8.944,10.268
32.8,-0.110133,-4.663905,-9.77792,10.833829,0.073,-5.017,-9.206,10.5
32.819,-0.909797,-4.750096,-9.02614,10.240232,-0.321,-4.99,-9.412,10.67
32.839,-0.248997,-3.940856,-8.513782,9.384925,-0.306,-4.636,-9.324,10.427
32.859,-0.991199,-3.701436,-8.585608,9.401902,-0.565,-4.264,-8.976,9.965
32.879,-0.181959,-4.477157,-8.820239,9.893163,-0.583,-4.217,-8.736,9.73
32.899,0.282516,-4.999093,-8.829816,10.150684,-0.285,-4.28,-8.687,9.708
32.919,-0.047884,-5.061342,-9.059659,10.377712,-0.235,-4.56,-8.824,9.956
32.939,-0.469264,-4.941632,-9.318233,10.557908,-0.104,-4.87,-9.007,10.245
32.959,-0.560243,-4.276044,-8.882488,9.874058,-0.199,-4.82,-9.023,10.24
32.979,-0.215478,-3.711013,-8.892065,9.637783,-0.323,-4.498,-9.038,10.112
32.999,-0.986411,-4.098873,-9.313444,10.223209,-0.558,-4.257,-9.102,10.073
33.019,-0.584185,-4.58729,-8.710106,9.861564,-0.587,-4.168,-8.95,9.899
33.039,-0.172383,-4.357447,-8.671799,9.706552,-0.49,-4.189,-8.897,9.857
33.059,0.148441,-4.400543,-9.337387,10.323449,-0.399,-4.361,-9.008,10.029
33.079,-1.082179,-4.644751,-9.830592,10.926361,-0.423,-4.498,-9.137,10.204
33.099,-0.349553,-4.683059,-9.892841,10.950869,-0.364,-4.521,-9.433,10.477
33.119,-0.627281,-4.750096,-8.748413,9.974549,-0.478,-4.62,-9.452,10.544
33.139,0.057461,-4.223372,-7.388506,8.510593,-0.5,-4.575,-8.965,10.091
33.159,0.493206,-4.118027,-7.546524,8.611121,-0.107,-4.444,-8.394,9.512
33.179,-0.45011,-3.825934,-9.102755,9.884357,-0.132,-4.229,-8.197,9.245
33.199,-1.364695,-4.362236,-10.323798,11.290363,-0.316,-4.132,-8.59,9.574
33.219,-0.991199,-4.697424,-10.237606,11.30738,-0.578,-4.251,-9.303,10.273
33.239,-1.077391,-4.343082,-9.830592,10.801096,-0.971,-4.307,-9.874,10.821
33.259,0.277727,-4.793192,-9.227253,10.401635,-0.789,-4.549,-9.905,10.95
33.279,-0.387861,-4.1707,-7.991845,9.023013,-0.545,-4.501,-9.322,10.383
33.299,-0.579397,-3.62961,-8.355764,9.128448,-0.442,-4.234,-8.851,9.839
33.319,0.052672,-3.677494,-7.838616,8.658559,-0.159,-4.068,-8.353,9.303
33.339,-0.067038,-3.351882,-8.628703,9.257112,-0.245,-3.707,-8.204,9.017
33.359,-0.536301,-4.232949,-9.801862,10.690274,-0.283,-3.723,-8.656,9.434
33.379,-0.746991,-3.782839,-10.381259,11.074223,-0.324,-3.761,-9.163,9.92
33.399,-1.063026,-3.974375,-10.903194,11.653554,-0.603,-3.836,-9.929,10.669
33.419,-1.35033,-4.007894,-8.671799,9.648145,-0.924,-4,-9.94,10.767
33.439,0.287304,-3.011906,-7.881712,8.442482,-0.718,-3.694,-9.459,10.205
33.459,-0.292093,-2.652776,-7.881712,8.321293,-0.605,-3.412,-8.835,9.516
33.479,-0.699107,-3.342306,-9.303867,9.910687,-0.514,-3.254,-8.435,9.081
33.499,-0.35913,-3.701436,-8.681376,9.444357,-0.266,-3.177,-8.437,9.03
33.519,-0.545878,-3.203442,-9.059659,9.624835,-0.474,-3.225,-8.732,9.325
33.539,-0.670376,-3.490746,-8.643068,9.345445,-0.569,-3.434,-8.922,9.581
33.559,-0.641646,-3.069367,-8.710106,9.257358,-0.554,-3.366,-8.774,9.418
33.579,-0.086191,-3.768473,-8.829816,9.600754,-0.486,-3.383,-8.811,9.457
33.599,-1.005565,-3.572149,-9.045294,9.77695,-0.601,-3.475,-8.807,9.495
33.619,-0.42138,-3.65834,-8.413225,9.183865,-0.539,-3.517,-8.75,9.455
33.639,0.129287,-3.787627,-8.916007,9.688034,-0.346,-3.697,-8.801,9.562
33.659,-0.80924,-4.074931,-9.270349,10.158705,-0.527,-3.773,-8.911,9.702
33.679,-0.292093,-3.500323,-9.294291,9.935865,-0.348,-3.755,-8.973,9.742
33.699,-0.292093,-3.078943,-9.160215,9.668234,-0.316,-3.61,-9.16,9.863
33.719,-1.039083,-3.653552,-9.414001,10.151431,-0.608,-3.577,-9.285,9.979
33.739,-0.948104,-3.691859,-8.010999,8.871574,-0.643,-3.481,-8.97,9.657
33.759,-0.311246,-3.687071,-7.699753,8.54269,-0.648,-3.528,-8.571,9.308
33.779,-0.095768,-3.203442,-9.188946,9.7318,-0.599,-3.559,-8.578,9.324
33.799,-0.143652,-4.271256,-10.649409,11.474937,-0.375,-3.713,-8.887,9.655
33.819,-1.043872,-4.515464,-10.740389,11.697651,-0.399,-3.919,-9.57,10.362
33.839,-0.986411,-4.022259,-9.524135,10.385601,-0.567,-4.003,-10.026,10.822
33.859,-0.296881,-3.687071,-8.341399,9.124778,-0.618,-4.124,-9.814,10.671
33.879,-0.296881,-2.959233,-7.479486,8.049094,-0.656,-3.796,-9.021,9.814
33.899,-0.35913,-2.547431,-8.576031,8.953585,-0.485,-3.304,-8.48,9.128
33.919,-0.368707,-3.193865,-8.853758,9.419435,-0.33,-3.097,-8.313,8.887
33.939,-0.507571,-3.505111,-10.04607,10.652087,-0.383,-3.051,-8.739,9.269
33.959,-0.426168,-3.950433,-10.213664,10.95931,-0.415,-3.299,-9.422,9.996
33.979,-0.775721,-3.974375,-9.677363,10.490413,-0.52,-3.656,-9.698,10.38
34.007,-0.373495,-3.265691,-8.729259,9.327605,-0.521,-3.674,-9.667,10.357
34.019,-0.110133,-3.404555,-8.992621,9.616151,-0.421,-3.649,-9.403,10.098
34.039,-0.895431,-3.974375,-7.943961,8.927708,-0.539,-3.655,-8.836,9.59
34.059,-0.201113,-3.562572,-6.885724,7.755357,-0.395,-3.552,-8.138,8.907
34.079,0.665588,-3.064578,-8.327033,8.897984,-0.135,-3.502,-8.037,8.799
34.099,-0.497994,-3.811569,-10.568007,11.245391,-0.232,-3.603,-8.431,9.207
34.119,-1.666364,-4.515464,-11.798626,12.742596,-0.425,-3.739,-9.395,10.16
34.139,-0.794875,-3.572149,-8.935161,9.655525,-0.573,-3.741,-9.907,10.635
34.159,-0.411803,-3.05979,-7.551312,8.158076,-0.843,-3.74,-9.713,10.45
34.179,0.253785,-3.026271,-5.827487,6.571326,-0.655,-3.543,-8.528,9.282
34.199,-0.45011,-3.505111,-8.714894,9.404136,-0.351,-3.291,-7.757,8.447
34.219,-1.340753,-4.539406,-10.845734,11.833586,-0.487,-3.533,-8.235,8.992
34.239,-0.612916,-4.984728,-10.433931,11.579728,-0.537,-4.014,-8.956,9.847
34.259,-0.474052,-3.998317,-9.241618,10.080614,-0.719,-4.257,-9.809,10.725
34.279,-0.459687,-4.156334,-7.814674,8.863157,-0.722,-4.42,-9.584,10.589
34.299,-0.718261,-3.572149,-7.589619,8.418935,-0.566,-4.178,-8.77,9.736
34.32,-0.90022,-3.682282,-7.900866,8.763177,-0.638,-3.852,-8.137,9.031
34.339,-1.13964,-3.648763,-9.787497,10.50749,-0.804,-3.765,-8.273,9.138
34.359,-0.861913,-4.630386,-9.56723,10.663736,-0.905,-3.883,-8.711,9.588
34.379,-0.790087,-4.352659,-9.758766,10.714635,-0.923,-4.079,-9.254,10.162
34.4,-0.612916,-4.055778,-9.112331,9.992977,-0.851,-4.172,-9.556,10.47
34.419,-1.120486,-4.213795,-9.437943,10.396458,-0.846,-4.313,-9.469,10.442
34.439,-0.622492,-3.739743,-8.595184,9.394167,-0.786,-4.09,-9.226,10.125
34.459,-1.130063,-3.562572,-9.394848,10.110991,-0.871,-3.893,-9.135,9.974
34.484,-0.842759,-4.146757,-9.064447,10.003502,-0.929,-3.916,-9.123,9.976
34.499,-0.469264,-4.34787,-8.99741,10.003878,-0.766,-3.949,-9.013,9.878
34.519,-0.42138,-4.232949,-9.303867,10.230218,-0.716,-4.073,-9.19,10.087
34.539,-1.37906,-3.96001,-10.472239,11.28057,-0.778,-4.172,-9.459,10.38
34.559,-2.092532,-3.964798,-11.008539,11.886389,-1.091,-4.126,-9.946,10.85
34.579,-1.723825,-3.907337,-9.366117,10.293834,-1.404,-4.016,-10.038,10.923
34.599,-0.713472,-3.452439,-8.101978,8.835747,-1.477,-3.821,-9.737,10.574
34.619,-0.110133,-3.648763,-7.666234,8.49098,-1.16,-3.743,-9.036,9.877
34.639,-0.641646,-3.998317,-9.289502,10.13376,-0.797,-3.752,-8.606,9.439
34.659,-0.857124,-4.19943,-10.58716,11.421814,-0.581,-3.825,-8.911,9.721
34.679,-1.517924,-3.682282,-10.893618,11.598888,-0.782,-3.882,-9.609,10.411
34.699,-1.024718,-3.524265,-8.030152,8.829147,-1.01,-3.851,-9.7,10.496
34.719,-0.536301,-2.791639,-7.824251,8.324649,-0.984,-3.549,-9.334,10.044
34.739,-0.814029,-3.442862,-7.94875,8.700492,-0.973,-3.36,-8.674,9.363
34.759,-0.612916,-3.53863,-9.030929,9.718808,-0.747,-3.324,-8.209,8.893
34.779,-0.746991,-3.505111,-9.907207,10.53549,-0.678,-3.32,-8.678,9.32
34.799,-1.201889,-3.921702,-11.329363,12.049014,-0.844,-3.602,-9.554,10.251
34.819,-1.915361,-4.721366,-10.79785,11.939576,-1.119,-3.922,-10.266,11.061
34.839,-0.148441,-4.367024,-9.787497,10.718583,-1.003,-4.129,-10.455,11.311
34.859,-0.258574,-3.701436,-8.748413,9.502748,-0.881,-4.178,-10.166,11.052
34.88,-0.713472,-3.284845,-8.135497,8.802588,-0.759,-4.019,-9.367,10.241
34.899,-1.000776,-2.949656,-7.862558,8.457059,-0.53,-3.576,-8.633,9.37
34.919,-0.646434,-3.05979,-7.848193,8.448333,-0.655,-3.249,-8.149,8.803
34.939,-0.521936,-3.189077,-7.321469,8.002908,-0.721,-3.121,-7.792,8.428
34.959,-0.402226,-3.308787,-8.5473,9.174214,-0.643,-3.127,-7.895,8.521
34.979,-1.398214,-4.146757,-10.984597,11.824212,-0.742,-3.426,-8.675,9.362
34.999,-1.642422,-5.377377,-11.870452,13.134739,-0.991,-4.006,-9.681,10.534
35.019,-0.852336,-5.042189,-10.817003,11.964853,-1.074,-4.469,-10.555,11.525
35.039,-0.426168,-3.74932,-8.968679,9.730171,-1.08,-4.579,-10.66,11.663
35.059,-0.967257,-3.069367,-8.082825,8.699923,-0.972,-4.31,-9.935,10.882
35.079,-0.694318,-3.495534,-8.164227,8.908167,-0.735,-3.839,-9.008,9.826
35.099,-0.608127,-4.113238,-8.614338,9.565321,-0.674,-3.607,-8.458,9.226
35.119,-0.047884,-4.405331,-9.002198,10.022415,-0.579,-3.771,-8.466,9.299
35.139,-0.837971,-4.01747,-10.94629,11.690318,-0.547,-4.008,-9.182,10.047
35.159,-1.886631,-3.854665,-11.09473,11.895834,-0.845,-4.098,-9.914,10.793
35.179,-1.766921,-3.476381,-9.332599,10.114575,-1.135,-3.938,-10.094,10.931
35.199,-0.009577,-2.767697,-6.670246,7.221664,-1.125,-3.529,-9.511,10.231
35.219,-0.009577,-2.121263,-6.23929,6.590037,-0.918,-3.055,-8.334,8.956
35.239,-1.149217,-3.117251,-7.934384,8.601884,-0.734,-2.871,-7.544,8.132
35.259,-1.460463,-4.323928,-10.663774,11.59937,-0.657,-3.083,-7.877,8.503
35.279,-1.312023,-5.295974,-12.612655,13.742191,-0.983,-3.715,-9.363,10.133
35.299,-1.244985,-5.118803,-12.109872,13.206102,-1.292,-4.464,-10.83,11.787
35.319,-0.972046,-4.563348,-10.175357,11.194057,-1.247,-4.826,-11.39,12.435
35.339,-0.837971,-3.078943,-8.39886,8.984595,-1.092,-4.514,-10.824,11.782
35.359,-1.120486,-2.504335,-7.441179,7.930847,-1.044,-3.816,-9.531,10.329
35.379,-0.11971,-3.270479,-5.899313,6.746278,-0.763,-3.354,-7.979,8.714
35.399,0.033519,-2.844312,-6.449979,7.049359,-0.511,-2.925,-7.047,7.678
35.419,-0.062249,-3.236961,-9.030929,9.59372,-0.317,-2.964,-7.205,7.83
35.44,-1.905785,-4.036624,-11.45865,12.297438,-0.514,-3.347,-8.21,8.922
35.459,-1.915361,-4.764462,-11.841722,12.907171,-0.962,-3.721,-9.695,10.462
35.479,-1.312023,-4.534618,-11.683704,12.601314,-1.299,-4.143,-11.004,11.85
35.499,-1.106121,-4.620809,-8.614338,9.837794,-1.56,-4.489,-10.9,11.911
35.52,0.21069,-3.715801,-7.177817,8.085334,-1.031,-4.409,-9.829,10.858
35.539,0.335188,-2.695871,-7.671022,8.137853,-0.468,-3.892,-8.787,9.666
35.559,-0.512359,-2.954445,-8.485051,8.999297,-0.268,-3.497,-7.987,8.765
35.579,-2.126051,-3.351882,-9.572019,10.362372,-0.523,-3.18,-8.226,8.896
35.599,-1.61848,-3.605668,-9.864111,10.626429,-0.98,-3.152,-8.898,9.531
35.619,-0.545878,-3.77805,-9.988609,10.693174,-1.201,-3.423,-9.477,10.17
35.639,-0.244209,-4.041412,-9.294291,10.137874,-1.134,-3.694,-9.68,10.455
35.659,-0.842759,-3.8403,-8.930372,9.757545,-0.813,-3.816,-9.519,10.304
35.679,-0.919373,-3.768473,-8.78672,9.604847,-0.638,-3.857,-9.25,10.048
35.699,-0.699107,-3.107674,-8.552089,9.12604,-0.676,-3.689,-8.891,9.657
35.719,0.339977,-2.925714,-7.991845,8.517334,-0.53,-3.411,-8.565,9.251
35.739,0.143652,-3.758897,-9.23683,9.973413,-0.284,-3.39,-8.642,9.305
35.76,-1.905785,-5.003881,-11.046846,12.276142,-0.53,-3.699,-9.207,9.973
35.779,-1.656788,-5.104438,-11.583148,12.765953,-0.77,-4.198,-9.965,10.883
35.799,-1.326388,-3.615245,-9.964667,10.682879,-1.186,-4.371,-10.458,11.425
35.819,-0.679953,-2.245761,-8.379706,8.702027,-1.392,-3.992,-10.244,11.107
35.839,-0.885855,-1.594538,-7.680599,7.894232,-1.137,-3.14,-9.402,10.011
35.859,-0.143652,-2.494758,-7.441179,7.84956,-0.759,-2.488,-8.367,8.782
35.879,-0.21069,-2.624045,-7.460332,7.911167,-0.48,-2.24,-7.74,8.089
35.899,-0.823605,-2.82037,-8.633492,9.119758,-0.516,-2.383,-7.804,8.194
35.919,-0.627281,-3.122039,-10.817003,11.276,-0.451,-2.765,-8.588,9.039
35.939,-1.49877,-3.701436,-11.841722,12.496932,-0.79,-3.067,-9.688,10.201
35.959,-1.201889,-4.568137,-12.674904,13.526477,-1.038,-3.553,-10.992,11.605
35.979,-1.532289,-4.659117,-9.864111,11.016168,-1.215,-4.013,-11.299,12.079
36.008,-0.134075,-3.663129,-8.116343,8.905701,-1.092,-4.148,-10.624,11.486
36.019,-0.656011,-2.403779,-8.365341,8.728542,-0.881,-3.824,-9.755,10.544
36.039,-0.627281,-2.39899,-8.341399,8.702159,-0.737,-3.281,-8.672,9.338
36.059,-0.756568,-2.619257,-8.010999,8.46221,-0.543,-2.771,-8.209,8.7
36.079,-0.68953,-2.284068,-7.934384,8.285341,-0.682,-2.427,-8.163,8.545
36.099,0.124498,-1.991976,-8.51857,8.749257,-0.487,-2.324,-8.201,8.55
36.119,-0.708684,-2.504335,-10.089166,10.419462,-0.508,-2.35,-8.638,8.979
