time,X,Y,Z,V,max,may,maz,mav
4.127,0.253785,-5.822699,-7.40766,9.425585,0.509,-6.685,-7.296,9.921
4.146,0.914585,-7.062895,-7.896077,10.63339,0.645,-6.699,-7.457,10.056
4.166,0.584185,-6.971915,-7.76679,10.453321,0.624,-6.603,-7.573,10.073
4.186,0.708684,-6.971915,-7.244854,10.079571,0.615,-6.707,-7.579,10.148
4.206,0.430956,-6.742072,-7.31668,9.958668,0.66,-6.937,-7.556,10.281
4.226,1.312023,-6.83784,-6.80911,9.738657,0.759,-6.881,-7.284,10.058
4.246,0.775721,-6.924031,-6.914454,9.815988,0.807,-6.869,-7.071,9.898
4.266,0.986411,-6.177041,-7.062895,9.434687,0.876,-6.67,-7.026,9.737
4.286,1.359907,-6.665458,-6.770802,9.597991,1.109,-6.651,-6.889,9.647
4.306,0.751779,-6.775591,-7.61835,10.223163,0.968,-6.636,-7.092,9.768
4.326,0.215478,-6.780379,-8.159439,10.611146,0.828,-6.6,-7.403,9.967
4.346,0.976834,-6.521805,-7.800309,10.214351,0.826,-6.686,-7.587,10.162
4.367,0.790087,-6.454768,-7.40766,9.857063,0.684,-6.633,-7.746,10.226
4.386,0.78051,-6.454768,-7.862558,10.2026,0.691,-6.553,-7.807,10.221
4.407,0.837971,-6.512228,-8.044518,10.38391,0.846,-6.486,-7.779,10.164
4.426,0.560243,-6.646304,-8.054094,10.457326,0.742,-6.517,-7.842,10.225
4.446,1.206678,-5.521029,-7.8865,9.702305,0.846,-6.284,-7.962,10.187
4.466,0.531513,-6.330269,-8.020576,10.231542,0.784,-6.252,-8.001,10.194
4.486,0.488417,-6.258443,-7.953538,10.132395,0.697,-6.189,-7.979,10.131
4.506,0.708684,-6.042965,-7.771579,9.87001,0.734,-6.038,-7.908,9.984
4.527,1.192312,-6.110003,-8.082825,10.202244,0.73,-6.185,-7.957,10.109
4.546,1.862689,-6.019023,-7.283162,9.630301,1.063,-6.108,-7.773,9.959
4.566,1.513135,-5.765238,-8.686164,10.534562,1.319,-5.984,-7.956,10.059
4.586,0.895431,-5.808333,-9.208099,10.923718,1.366,-5.926,-8.315,10.323
4.607,0.632069,-5.688623,-8.2169,10.01386,1.226,-5.82,-8.349,10.276
4.626,1.240196,-5.415684,-8.135497,9.8516,1.07,-5.669,-8.562,10.331
4.655,1.460463,-5.386954,-8.576031,10.232327,1.057,-5.575,-8.534,10.255
4.666,0.536301,-5.343858,-9.437943,10.859062,0.967,-5.459,-8.592,10.239
4.686,0.833182,-4.960786,-9.409213,10.669437,1.018,-5.277,-8.89,10.403
4.706,1.608904,-4.520253,-8.743625,9.973577,1.11,-5.053,-9.042,10.434
4.726,1.824382,-4.323928,-8.523358,9.729972,1.201,-4.787,-9.029,10.308
4.746,1.92015,-4.46758,-8.748413,10.009045,1.547,-4.568,-8.856,10.096
4.766,1.685518,-4.419696,-9.643845,10.741435,1.76,-4.433,-8.915,10.114
4.786,2.231396,-4.050989,-9.208099,10.304307,1.915,-4.316,-9.031,10.196
4.806,2.059013,-3.294421,-8.690952,9.519738,1.974,-4.058,-9.073,10.144
4.826,2.13084,-2.954445,-8.839393,9.560548,2.027,-3.68,-9.096,10.032
4.846,1.92015,-3.241749,-9.002198,9.758867,2.085,-3.385,-8.935,9.786
4.866,2.5187,-3.347094,-9.251195,10.155368,2.157,-3.209,-8.946,9.749
4.886,2.839523,-3.069367,-8.695741,9.648824,2.352,-3.153,-8.947,9.781
4.906,3.150769,-2.063802,-7.627927,8.507167,2.607,-2.931,-8.644,9.518
4.926,2.691083,-1.431733,-7.790732,8.365841,2.8,-2.478,-8.341,9.169
4.946,3.016694,-1.565808,-7.819463,8.526207,2.925,-2.033,-7.983,8.762
4.966,2.911349,-0.727837,-8.350976,8.87381,2.942,-1.447,-7.897,8.568
4.986,3.251326,-0.464475,-7.704541,8.375369,2.968,-1.047,-7.916,8.535
5.012,2.949656,0.282516,-7.201759,7.78753,3.032,-0.619,-7.769,8.391
5.026,2.245761,-0.756568,-8.250419,8.584011,2.84,-0.417,-7.877,8.405
5.046,2.054225,-1.340753,-8.585608,8.929172,2.625,-0.57,-7.936,8.419
5.067,2.317587,-1.508347,-9.112331,9.522652,2.392,-0.831,-8.288,8.706
5.087,2.111686,-1.723825,-8.743625,9.158699,2.182,-1.332,-8.673,9.049
5.106,2.341529,-1.201889,-8.504205,8.902179,2.206,-1.444,-8.736,9.128
5.126,2.576161,-1.503559,-8.954314,9.438063,2.337,-1.484,-8.829,9.255
5.146,2.695871,-1.651999,-9.380483,9.899004,2.431,-1.52,-8.896,9.349
5.166,2.858677,-2.485181,-9.902418,10.602172,2.618,-1.711,-9.185,9.71
5.186,1.953669,-2.03986,-11.645397,11.983035,2.521,-1.92,-9.971,10.481
5.206,2.217031,-3.342306,-11.96622,12.620485,2.431,-2.38,-10.724,11.276
5.226,3.246537,-3.136404,-8.671799,9.776356,2.569,-2.751,-10.546,11.246
5.246,3.830723,-1.015141,-8.073248,8.993458,2.812,-2.383,-10.089,10.843
5.266,3.438074,-1.704672,-6.890512,7.887041,3.183,-2.3,-8.9,9.819
5.286,2.82037,-1.819593,-7.704541,8.403889,3.334,-1.919,-7.835,8.765
5.306,2.217031,-1.68073,-8.183381,8.643368,3.077,-1.555,-7.713,8.482
5.326,0.665588,-3.452439,-11.099519,11.643095,2.285,-2.164,-8.469,9.144
5.346,0.78051,-4.390966,-12.871228,13.621978,1.621,-2.836,-9.965,10.578
5.366,1.412579,-1.412579,-12.200851,12.363314,1.269,-2.734,-11.089,11.568
5.386,1.441309,-2.298434,-9.524135,9.902995,1.075,-2.889,-11.424,11.883
5.406,3.696647,-1.968034,-8.911219,9.846227,1.833,-2.518,-10.877,11.434
5.426,4.400543,-2.600103,-8.848969,10.219079,2.738,-2.07,-9.871,10.583
5.446,4.362236,-2.595315,-9.581595,10.84305,3.475,-2.365,-9.216,10.203
5.466,3.5099,-2.37026,-9.423578,10.33157,3.992,-2.383,-9.191,10.31
5.487,3.677494,-2.274492,-9.56723,10.499008,3.988,-2.46,-9.355,10.473
5.506,4.175488,-2.403779,-9.016563,10.223075,3.931,-2.411,-9.397,10.474
5.526,4.127604,-2.087744,-8.829816,9.968021,3.873,-2.284,-9.209,10.255
5.546,3.936068,-1.929727,-8.384495,9.461301,3.979,-2.174,-8.95,10.038
5.566,3.375824,-2.011129,-8.034941,8.944334,3.904,-2.108,-8.566,9.649
5.586,4.089296,-2.298434,-8.303091,9.536586,3.882,-2.082,-8.388,9.478
5.606,4.328717,-2.528277,-7.924808,9.377236,3.932,-2.192,-8.162,9.33
5.626,4.510676,-2.753332,-8.106767,9.677122,4.076,-2.398,-8.092,9.384
5.647,5.046977,-3.380613,-7.331046,9.520753,4.494,-2.74,-7.916,9.528
5.667,4.850653,-3.131616,-7.230489,9.252882,4.684,-2.948,-7.648,9.457
5.686,3.562572,-2.825158,-6.876147,8.243473,4.493,-3.023,-7.386,9.174
5.706,3.275268,-2.494758,-7.134721,8.237442,4.184,-2.958,-7.143,8.814
5.726,2.561796,-2.782062,-7.187394,8.121656,3.563,-2.808,-7.107,8.464
5.746,3.29921,-2.96881,-7.85777,9.024587,3.175,-2.768,-7.264,8.407
5.766,2.504335,-2.925714,-7.608773,8.527891,2.91,-2.793,-7.447,8.478
5.786,2.791639,-2.796427,-8.633492,9.494758,2.789,-2.868,-7.822,8.792
5.807,3.251326,-3.375824,-9.548077,10.636403,2.962,-3.017,-8.412,9.421
5.826,5.631162,-3.371036,-10.093954,12.040007,3.545,-3.117,-8.971,10.175
5.846,6.138733,-2.844312,-9.5385,11.694321,4.453,-3.097,-9.454,10.966
5.866,5.051765,-2.585738,-8.939949,10.589101,5.018,-3.044,-9.53,11.24
5.886,3.663129,-2.341529,-9.481039,10.43031,5.121,-2.786,-9.513,11.188
5.906,2.537854,-2.576161,-9.179369,9.866009,4.348,-2.587,-9.285,10.645
5.926,2.293645,-2.087744,-9.878476,10.353926,3.387,-2.398,-9.37,10.31
5.946,1.312023,-1.843535,-10.022128,10.27439,2.452,-2.212,-9.64,10.231
5.966,1.388637,-1.340753,-10.070012,10.253344,1.883,-1.962,-9.787,10.187
5.986,1.422156,-1.551443,-9.332599,9.566969,1.604,-1.706,-9.826,10.112
6.006,2.274492,-1.642422,-9.346964,9.758924,1.599,-1.595,-9.693,9.963
6.026,2.331953,-2.001553,-9.351752,9.843753,1.854,-1.634,-9.525,9.856
6.054,2.13084,-1.824382,-9.950302,10.338151,2.04,-1.755,-9.495,9.877
6.066,1.685518,-1.714248,-10.070012,10.353007,2.106,-1.796,-9.68,10.073
6.086,1.417367,-1.580173,-9.342175,9.580299,1.891,-1.78,-9.679,10.029
6.106,1.221043,-1.551443,-9.888053,10.083229,1.614,-1.668,-9.813,10.089
6.126,1.177947,-1.963245,-10.457873,10.705559,1.375,-1.702,-9.94,10.181
6.146,1.134852,-2.020706,-10.496181,10.748997,1.238,-1.779,-10.046,10.28
6.166,1.369483,-1.977611,-10.352529,10.628324,1.226,-1.878,-10.299,10.542
6.186,1.623269,-1.771709,-9.68694,9.980519,1.326,-1.933,-10.248,10.516
6.21,1.594538,-1.508347,-9.054871,9.3171,1.431,-1.82,-9.898,10.169
6.226,2.173935,-1.192312,-9.126697,9.457494,1.69,-1.612,-9.555,9.846
6.246,2.695871,-1.493982,-9.615114,10.097036,2.022,-1.492,-9.371,9.713
6.266,2.782062,-2.015918,-9.490616,10.093344,2.312,-1.553,-9.322,9.741
6.286,2.446874,-1.891419,-8.892065,9.414535,2.525,-1.648,-9.281,9.766
6.306,2.360683,-1.206678,-9.270349,9.642005,2.571,-1.652,-9.317,9.812
6.326,2.82037,-0.895431,-8.360553,8.868772,2.602,-1.502,-9.003,9.505
6.346,2.106898,-0.785298,-9.514558,9.776631,2.434,-1.195,-9.009,9.425
6.366,2.035071,-1.316811,-9.92636,10.218029,2.331,-1.051,-9.268,9.626
6.386,2.236184,-1.891419,-9.519346,9.959716,2.3,-1.222,-9.33,9.706
6.406,2.652776,-1.359907,-9.198523,9.669508,2.258,-1.338,-9.54,9.906
6.426,2.097321,-1.173159,-9.619903,9.915522,2.255,-1.435,-9.566,9.941
6.446,1.972822,-1.086968,-9.275137,9.544721,2.24,-1.378,-9.403,9.772
6.466,2.202666,-1.182736,-10.510546,10.803804,2.231,-1.201,-9.651,9.983
6.486,1.891419,-3.596091,-9.452309,10.288609,2.041,-1.76,-9.714,10.138
6.506,2.652776,-1.82917,-9.069236,9.624662,2.18,-1.924,-9.577,10.065
6.526,2.087744,-1.532289,-9.370906,9.722163,2.209,-2.035,-9.601,10.11
6.546,2.006341,-1.024718,-9.394848,9.661192,2.16,-1.996,-9.322,9.824
6.566,2.710236,-1.56102,-8.259995,8.832309,2.364,-1.487,-9.024,9.46
6.586,3.007117,-1.398214,-7.460332,8.164209,2.453,-1.379,-8.622,9.095
6.608,2.782062,-1.594538,-9.141062,9.687179,2.626,-1.395,-8.564,9.086
6.627,2.063802,-1.125275,-9.581595,9.865723,2.641,-1.42,-8.611,9.137
6.646,2.571373,-1.757344,-9.193734,9.706954,2.606,-1.469,-8.844,9.356
6.667,2.537854,-2.456451,-8.111555,8.847157,2.489,-1.733,-9.007,9.527
6.687,2.197877,-2.853889,-7.508216,8.327584,2.343,-2.048,-8.599,9.187
6.706,2.044648,-3.394978,-9.404425,10.205375,2.338,-2.616,-8.554,9.272
6.727,2.681506,-2.983175,-9.998186,10.772814,2.365,-2.922,-8.756,9.538
6.746,2.652776,-1.939303,-10.132261,10.6518,2.394,-2.793,-9.261,9.989
6.766,2.446874,-1.211466,-9.797073,10.170422,2.456,-2.382,-9.833,10.45
6.786,2.255338,-1.479617,-9.208099,9.595046,2.509,-1.903,-9.784,10.298
6.806,1.604115,-1.790863,-9.586384,9.883275,2.24,-1.605,-9.681,10.075
6.826,0.919373,-1.158794,-9.763555,9.874971,1.806,-1.41,-9.589,9.881
6.847,1.063026,-0.972046,-10.520123,10.61828,1.46,-1.35,-9.77,9.993
6.867,1.604115,-1.187524,-10.160992,10.355151,1.298,-1.277,-10.008,10.183
6.887,1.886631,-1.441309,-9.792285,10.075991,1.368,-1.19,-10.059,10.231
6.906,2.734178,-2.054225,-9.500193,10.096991,1.822,-1.414,-9.993,10.287
6.926,2.288857,-1.944092,-9.868899,10.315693,2.128,-1.657,-9.831,10.211
6.946,1.766921,-1.953669,-10.19451,10.529334,2.169,-1.848,-9.839,10.255
6.966,1.719037,-1.819593,-10.232818,10.534541,2.127,-1.943,-9.949,10.369
6.986,1.508347,-1.690306,-10.189722,10.438519,1.821,-1.852,-10.121,10.455
7.007,1.68073,-1.776498,-9.92636,10.223181,1.669,-1.81,-10.136,10.431
7.026,1.996764,-2.011129,-9.552865,9.964384,1.726,-1.824,-9.975,10.29
7.046,1.278504,-1.757344,-9.342175,9.591615,1.616,-1.809,-9.753,10.054
7.067,0.981623,-1.225831,-9.054871,9.190045,1.484,-1.693,-9.469,9.742
7.087,0.871489,-0.80924,-8.60955,8.6913,1.282,-1.451,-9.14,9.359
7.107,1.666364,-0.919373,-8.508993,8.71923,1.199,-1.178,-8.879,9.048
7.126,1.407791,-0.651223,-9.006987,9.139572,1.232,-0.901,-8.795,8.935
7.146,2.03986,-1.264138,-9.739613,10.030909,1.496,-0.911,-8.966,9.145
7.166,1.752556,-1.580173,-10.184934,10.454725,1.717,-1.104,-9.36,9.586
7.186,1.508347,-1.489193,-10.663774,10.872391,1.677,-1.246,-9.899,10.124
7.206,1.316811,-1.699883,-10.242394,10.46567,1.654,-1.508,-10.208,10.456
7.226,1.446098,-1.80044,-9.428367,9.707053,1.506,-1.642,-10.13,10.375
7.247,1.493982,-1.695095,-9.854534,10.110251,1.441,-1.671,-10.047,10.289
7.266,1.072602,-1.867477,-10.050858,10.278993,1.332,-1.766,-9.894,10.14
7.286,1.479617,-1.881842,-9.5385,9.834306,1.373,-1.811,-9.718,9.983
7.306,1.805228,-1.987187,-9.65821,10.024409,1.463,-1.858,-9.776,10.062
7.326,2.049437,-2.240973,-9.768343,10.2295,1.602,-1.994,-9.754,10.092
7.346,2.236184,-2.183512,-9.80665,10.292649,1.893,-2.073,-9.693,10.095
7.366,1.757344,-2.1883,-9.476251,9.883129,1.962,-2.15,-9.677,10.107
7.386,1.326388,-1.848324,-9.136273,9.415259,1.842,-2.115,-9.547,9.955
7.406,0.981623,-1.704672,-9.749189,9.945662,1.575,-1.981,-9.542,9.884
7.426,0.881066,-1.786075,-10.199299,10.391922,1.237,-1.882,-9.64,9.909
7.446,1.278504,-1.675941,-10.184934,10.40078,1.117,-1.754,-9.817,10.038
7.466,1.288081,-1.671153,-9.457097,9.689612,1.107,-1.709,-9.898,10.107
7.486,1.374272,-1.307234,-8.662222,8.867444,1.205,-1.61,-9.626,9.837
7.506,0.933739,-1.221043,-9.380483,9.505592,1.219,-1.469,-9.421,9.616
7.526,0.497994,-1.929727,-10.496181,10.683709,1.024,-1.532,-9.499,9.687
7.546,0.78051,-2.073379,-9.792285,10.039768,0.897,-1.633,-9.583,9.774
7.566,1.340753,-1.843535,-9.126697,9.407063,0.888,-1.767,-9.699,9.909
7.586,1.604115,-1.723825,-8.939949,9.244861,1.056,-1.893,-9.589,9.844
7.606,1.493982,-1.819593,-8.66701,8.981089,1.305,-1.865,-9.131,9.418
7.626,1.369483,-1.455675,-9.385271,9.595717,1.452,-1.711,-9.03,9.307
7.646,1.211466,-1.695095,-10.055647,10.269227,1.42,-1.674,-9.262,9.523
7.666,0.057461,-2.413355,-10.965444,11.228025,1.033,-1.846,-9.768,10.019
7.686,1.403002,-2.576161,-10.46745,10.870719,1.01,-2.035,-10.218,10.491
7.706,2.183512,-1.891419,-9.92636,10.338173,1.214,-2.144,-10.354,10.677
7.726,2.470816,-1.905785,-9.840169,10.323075,1.529,-2.197,-10.3,10.69
7.746,1.522712,-2.466028,-9.672575,10.097458,1.895,-2.21,-9.977,10.407
7.766,1.915361,-1.968034,-9.342175,9.737454,2.023,-2.058,-9.695,10.124
7.786,0.703895,-1.201889,-9.696517,9.796042,1.653,-1.885,-9.638,9.989
7.806,0.560243,-1.824382,-10.290278,10.465757,1.176,-1.865,-9.75,10.024
7.826,1.278504,-2.983175,-9.251195,9.804005,1.115,-1.994,-9.645,9.951
7.846,1.929727,-2.676718,-8.858546,9.453174,1.118,-2.172,-9.524,9.88
7.866,2.284068,-1.49877,-9.26556,9.659911,1.513,-2.246,-9.416,9.846
7.886,0.699107,-1.398214,-10.951078,11.062091,1.548,-2.139,-9.582,9.995
7.906,0.339977,-2.782062,-10.31901,10.692868,1.313,-2.089,-9.849,10.217
7.926,1.201889,-2.686294,-8.010999,8.534449,1.131,-2.091,-9.637,9.987
7.946,1.278504,-1.848324,-7.714118,8.03483,0.88,-2.179,-9.249,9.581
7.966,1.632846,-2.073379,-8.8777,9.261676,1.113,-2.348,-8.73,9.131
7.987,1.565808,-1.656788,-10.026917,10.282789,1.42,-2.066,-8.657,9.028
8.006,1.570596,-1.843535,-9.23683,9.549053,1.512,-1.856,-8.964,9.282
8.027,0.991199,-1.790863,-8.379706,8.626074,1.44,-1.841,-9.13,9.43
8.056,0.316035,-1.37906,-8.221688,8.342532,1.111,-1.668,-8.966,9.2
8.066,0.775721,-0.694318,-8.078036,8.144845,0.913,-1.427,-8.479,8.666
8.086,1.096544,-0.244209,-7.757214,7.838138,0.795,-1.027,-8.109,8.238
8.106,1.398214,-0.047884,-7.532158,7.660986,0.897,-0.591,-7.897,7.997
8.126,0.943315,-0.23942,-8.628703,8.683415,1.053,-0.306,-7.999,8.082
8.146,0.574608,-1.067814,-11.118672,11.1846,1.003,-0.4,-8.759,8.842
8.166,0.430956,-1.632846,-12.995727,13.104993,0.837,-0.747,-10.069,10.159
8.186,0.536301,-2.446874,-12.770672,13.014026,0.621,-1.347,-11.378,11.497
8.209,0.641646,-3.150769,-11.434708,11.878198,0.546,-2.075,-12.08,12.295
8.226,-0.177171,-3.20823,-10.529699,11.009028,0.358,-2.61,-11.933,12.252
8.246,-0.081403,-2.868254,-10.036493,10.438616,0.23,-2.919,-11.193,11.585
8.266,-0.363919,-2.001553,-9.730036,9.940435,0.005,-2.807,-10.433,10.817
8.286,-1.086968,-0.885855,-10.132261,10.22883,-0.427,-2.241,-10.107,10.404
8.306,-0.220267,-0.790087,-9.854534,9.88861,-0.438,-1.636,-9.938,10.124
8.326,0.110133,-0.636858,-9.758766,9.780145,-0.39,-1.079,-9.869,9.96
8.346,0.205901,-0.814029,-9.782708,9.818677,-0.248,-0.782,-9.882,9.929
8.366,-1.077391,-1.130063,-10.682928,10.796424,-0.245,-0.843,-10.02,10.071
8.386,-1.503559,-1.762132,-10.515334,10.767453,-0.566,-1.086,-10.185,10.291
8.406,-1.010353,-1.833959,-9.366117,9.597311,-0.846,-1.385,-10.087,10.245
8.426,-0.914585,-1.872266,-8.628703,8.876732,-1.126,-1.65,-9.798,10.009
8.446,-0.952892,-1.695095,-8.901642,9.111563,-1.095,-1.791,-9.353,9.588
8.466,-0.651223,-1.503559,-8.781932,8.933482,-0.882,-1.726,-8.92,9.13
8.486,-0.727837,-1.580173,-8.743625,8.915025,-0.812,-1.663,-8.764,8.959
8.506,-1.407791,-1.58975,-9.720459,9.949698,-0.935,-1.592,-9.037,9.227
8.526,-1.134852,-1.982399,-11.554418,11.778045,-0.98,-1.664,-9.7,9.894
8.546,-1.599327,-2.221819,-11.511322,11.832365,-1.217,-1.844,-10.382,10.619
8.566,-1.805228,-2.092532,-10.084377,10.456204,-1.487,-1.972,-10.718,11.004
8.586,-1.814805,-2.092532,-9.255983,9.661544,-1.589,-2.097,-10.602,10.932
8.606,-0.684742,-1.972822,-8.762778,9.008173,-1.476,-2.095,-9.904,10.24
8.626,-0.196325,-1.647211,-9.44752,9.592053,-1.125,-1.951,-9.388,9.68
8.646,0.062249,-0.708684,-9.404425,9.431295,-0.658,-1.605,-9.218,9.423
8.666,-0.708684,-0.699107,-9.44752,9.499822,-0.382,-1.257,-9.266,9.383
8.686,-0.679953,-0.837971,-9.65821,9.71831,-0.381,-0.973,-9.489,9.56
8.706,-0.033519,-0.737414,-9.409213,9.438124,-0.34,-0.746,-9.48,9.522
8.726,-1.053449,-2.207454,-8.834604,9.166943,-0.619,-1.12,-9.337,9.456
8.746,0.383072,-2.762909,-7.31668,7.83034,-0.346,-1.636,-8.805,9.038
8.766,0.363919,-2.935291,-8.049306,8.575529,-0.085,-2.161,-8.402,8.753
8.786,0.641646,-3.931279,-9.979033,10.744662,0.084,-2.959,-8.545,9.079
8.806,0.995988,-4.185065,-11.09473,11.899571,0.596,-3.454,-9.11,9.763
8.826,0.258574,-4.405331,-10.13705,11.055929,0.565,-3.864,-9.815,10.569
8.846,0.574608,-4.429273,-8.020576,9.180319,0.618,-4.238,-9.808,10.72
8.866,0.469264,-3.821146,-7.699753,8.608575,0.575,-4.21,-9.238,10.186
8.886,0.737414,-3.466804,-9.045294,9.714929,0.51,-4.031,-8.726,9.64
8.906,0.114922,-3.112462,-10.965444,11.399192,0.474,-3.707,-8.933,9.726
8.926,0.895431,-2.528277,-10.127473,10.476626,0.554,-3.232,-9.459,10.05
8.946,0.555455,-2.480393,-9.188946,9.534023,0.576,-2.897,-9.832,10.281
8.966,0.679953,-3.112462,-9.155427,9.693895,0.561,-2.808,-9.859,10.276
